"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 04-Sep-2020"
"SYMBOL","SERIES","Adjusted 52_Week_High","52_Week_High_Date","Adjusted 52_Week_Low","52_Week_Low_DT"
"20MICRONS","EQ","     42.00","27-SEP-2019","     19.00","24-MAR-2020"
"21STCENMGM","EQ","     17.25","10-JAN-2020","     10.00","03-SEP-2020"
"3IINFOTECH","EQ","      4.10","27-AUG-2020","      1.15","15-APR-2020"
"3MINDIA","EQ","  25200.00","11-FEB-2020","  15700.00","25-MAR-2020"
"5PAISA","BE","    465.00","27-JUL-2020","     90.00","24-MAR-2020"
"63MOONS","EQ","    146.95","24-SEP-2019","     39.55","25-MAR-2020"
"A2ZINFRA","EQ","     11.25","25-SEP-2019","      2.90","25-MAR-2020"
"AARTIDRUGS","EQ","   3719.00","25-AUG-2020","    421.00","23-MAR-2020"
"AARTIIND","EQ","   1229.00","21-AUG-2020","    668.00","23-MAR-2020"
"AARTISURF","BE","    590.00","28-AUG-2020","    222.10","04-AUG-2020"
"AARVEEDEN","EQ","     19.35","17-SEP-2019","      6.50","24-MAR-2020"
"AARVI","EQ","     46.00","20-AUG-2020","     24.70","24-JUN-2020"
"AAVAS","EQ","   2101.00","09-JAN-2020","    849.05","25-MAR-2020"
"ABAN","EQ","     37.25","20-SEP-2019","     12.85","30-MAR-2020"
"ABB","EQ","   1601.00","23-SEP-2019","    722.00","27-MAY-2020"
"ABBOTINDIA","EQ","  18679.75","12-MAY-2020","   9405.00","05-SEP-2019"
"ABCAPITAL","EQ","    115.35","13-JAN-2020","     37.35","24-MAR-2020"
"ABFRL","EQ","    282.67","24-FEB-2020","     96.04","06-MAY-2020"
"ABMINTLTD","BE","     36.10","03-SEP-2020","     12.00","10-JUL-2020"
"ABSLBANETF","EQ","    330.00","19-NOV-2019","    161.21","25-MAR-2020"
"ABSLNN50ET","EQ","    340.00","13-JAN-2020","    193.00","23-MAR-2020"
"ACC","EQ","   1709.00","23-SEP-2019","    895.15","25-MAR-2020"
"ACCELYA","EQ","   1245.20","19-NOV-2019","    795.00","01-OCT-2019"
"ACE","EQ","     93.95","16-JAN-2020","     31.35","03-APR-2020"
"ADANIENT","EQ","    322.40","25-AUG-2020","    116.40","24-MAR-2020"
"ADANIGAS","EQ","    197.95","03-SEP-2020","     76.60","25-MAR-2020"
"ADANIGREEN","EQ","    571.30","03-SEP-2020","     43.50","04-SEP-2019"
"ADANIPORTS","EQ","    428.85","22-OCT-2019","    203.00","23-MAR-2020"
"ADANIPOWER","EQ","     73.80","04-NOV-2019","     23.00","13-MAR-2020"
