"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 19-Jun-2020"
"SYMBOL","SERIES","Adjusted 52_Week_High","52_Week_High_Date","Adjusted 52_Week_Low","52_Week_Low_DT"
"20MICRONS","EQ","     42.00","27-SEP-2019","     19.00","24-MAR-2020"
"21STCENMGM","EQ","     18.55","25-JUN-2019","     10.05","15-MAY-2020"
"3IINFOTECH","EQ","      3.45","10-JUL-2019","      1.15","15-APR-2020"
"3MINDIA","EQ","  25200.00","11-FEB-2020","  15700.00","25-MAR-2020"
"5PAISA","EQ","    249.90","17-JUL-2019","     90.00","24-MAR-2020"
"63MOONS","BE","    146.95","24-SEP-2019","     39.55","25-MAR-2020"
"A2ZINFRA","EQ","     14.80","19-JUN-2019","      2.90","25-MAR-2020"
"AARTIDRUGS","EQ","   1077.30","17-JUN-2020","    421.00","23-MAR-2020"
"AARTIIND","EQ","   1192.00","05-MAY-2020","    668.00","23-MAR-2020"
"AARVEEDEN","BE","     22.45","19-JUN-2019","      6.50","24-MAR-2020"
"AAVAS","EQ","   2101.00","09-JAN-2020","    849.05","25-MAR-2020"
"ABAN","EQ","     43.00","01-JUL-2019","     12.85","30-MAR-2020"
"ABB","EQ","   1670.00","05-JUL-2019","    722.00","27-MAY-2020"
"ABBOTINDIA","EQ","  18679.75","12-MAY-2020","   8272.05","20-JUN-2019"
"ABCAPITAL","EQ","    115.35","13-JAN-2020","     37.35","24-MAR-2020"
"ABFRL","EQ","    285.50","24-FEB-2020","     97.00","06-MAY-2020"
"ABMINTLTD","BE","     16.25","31-DEC-2019","     12.30","22-MAY-2020"
"ABSLBANETF","EQ","    330.00","19-NOV-2019","    161.21","25-MAR-2020"
"ABSLNN50ET","EQ","    340.00","13-JAN-2020","    193.00","23-MAR-2020"
"ACC","EQ","   1709.00","23-SEP-2019","    895.15","25-MAR-2020"
"ACCELYA","EQ","   1245.20","19-NOV-2019","    701.00","23-AUG-2019"
"ACE","EQ","     99.50","19-JUN-2019","     31.35","03-APR-2020"
"ADANIENT","EQ","    261.00","20-FEB-2020","    116.40","24-MAR-2020"
"ADANIGAS","EQ","    194.50","20-FEB-2020","     76.60","25-MAR-2020"
"ADANIGREEN","EQ","    400.65","18-JUN-2020","     38.60","19-JUN-2019"
"ADANIPORTS","EQ","    428.85","22-OCT-2019","    203.00","23-MAR-2020"
"ADANIPOWER","EQ","     73.80","04-NOV-2019","     23.00","13-MAR-2020"
"ADANITRANS","EQ","    366.40","02-JAN-2020","    147.50","13-MAR-2020"
"ADFFOODS","EQ","    330.00","20-DEC-2019","    123.05","24-MAR-2020"
"ADHUNIKIND","EQ","    127.50","01-NOV-2019","     11.70","03-APR-2020"
"ADORWELD","EQ","    360.00","13-NOV-2019","    158.50","25-MAR-2020"
"ADROITINFO","EQ","     11.90","02-JUL-2019","      4.75","24-MAR-2020"
"ADSL","EQ","     26.25","28-NOV-2019","     10.30","08-AUG-2019"
"ADVANIHOTR","EQ","     64.40","23-SEP-2019","     24.50","25-MAR-2020"
"ADVENZYMES","EQ","    206.60","04-NOV-2019","     98.10","23-MAR-2020"
"AEGISCHEM","EQ","    267.05","19-FEB-2020","    107.25","26-MAR-2020"
"AFFLE","EQ","   2296.85","19-FEB-2020","    750.00","08-AUG-2019"
"AGARIND","EQ","    145.95","19-JUN-2019","     43.95","31-MAR-2020"
"AGCNET","EQ","    456.50","26-FEB-2020","     71.95","14-AUG-2019"
"AGRITECH","BE","     72.00","02-JUL-2019","     16.20","25-MAR-2020"
"AGROPHOS","EQ","    155.40","26-DEC-2019","      4.95","07-APR-2020"
"AHLEAST","EQ","    222.40","06-MAR-2020","    111.40","24-MAR-2020"
"AHLUCONT","EQ","    370.00","27-FEB-2020","    136.00","08-APR-2020"
"AHLWEST","EQ","    401.55","02-DEC-2019","    215.70","20-MAY-2020"
"AIAENG","EQ","   1989.95","10-FEB-2020","   1102.20","23-MAR-2020"
"AIONJSW","EQ","     25.20","28-JUN-2019","      8.00","26-MAR-2020"
"AIRAN","BE","     29.95","25-JUN-2019","      8.20","03-JUN-2020"
"AJANTPHARM","EQ","   1580.00","15-MAY-2020","    825.00","31-JUL-2019"
"AJMERA","EQ","    174.00","05-JUL-2019","     52.50","19-MAR-2020"
"AKASH","BE","    100.00","03-MAR-2020","     57.00","23-OCT-2019"
"AKSHARCHEM","EQ","    337.95","19-FEB-2020","    134.00","24-MAR-2020"
