"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 16-Mar-2020"
"SYMBOL","SERIES","Adjusted 52_Week_High","52_Week_High_Date","Adjusted 52_Week_Low","52_Week_Low_DT"
"20MICRONS","EQ","     44.15","29-MAY-2019","     19.45","13-MAR-2020"
"21STCENMGM","EQ","     24.95","22-APR-2019","     11.45","13-MAR-2020"
"3IINFOTECH","EQ","      4.55","22-APR-2019","      1.40","13-MAR-2020"
"3MINDIA","EQ","  25439.95","16-APR-2019","  16749.95","16-SEP-2019"
"3PLAND","EQ","     12.75","24-APR-2019","      3.95","13-MAR-2020"
"5PAISA","EQ","    270.00","29-MAY-2019","    104.65","13-MAR-2020"
"63MOONS","EQ","    184.75","10-MAY-2019","     55.85","13-MAR-2020"
"A2ZINFRA","EQ","     19.70","19-MAR-2019","      3.25","09-MAR-2020"
"AARTIDRUGS","EQ","    811.95","27-FEB-2020","    425.15","13-MAR-2020"
"AARTIIND","EQ","   1071.00","24-FEB-2020","    700.00","15-MAR-2019"
"AARVEEDEN","EQ","     27.50","30-APR-2019","      8.20","13-MAR-2020"
"AAVAS","EQ","   2101.00","09-JAN-2020","   1075.40","28-MAR-2019"
"ABAN","EQ","     72.45","14-MAR-2019","     13.95","13-MAR-2020"
"ABB","EQ","   1670.00","05-JUL-2019","    830.90","13-MAR-2020"
"ABBOTINDIA","EQ","  16499.00","26-FEB-2020","   7160.00","16-MAY-2019"
"ABCAPITAL","EQ","    115.35","13-JAN-2020","     47.05","13-MAR-2020"
"ABFRL","EQ","    285.50","24-FEB-2020","    179.70","16-MAY-2019"
"ABMINTLTD","BE","     16.25","31-DEC-2019","     13.30","05-SEP-2019"
"ABSLBANETF","EQ","    330.00","19-NOV-2019","    213.90","13-MAR-2020"
"ABSLNN50ET","EQ","    340.00","13-JAN-2020","    203.20","13-MAR-2020"
"ACC","EQ","   1769.05","28-MAY-2019","   1020.15","13-MAR-2020"
"ACCELYA","EQ","   1245.20","19-NOV-2019","    701.00","23-AUG-2019"
"ACE","EQ","    124.20","02-APR-2019","     41.70","13-MAR-2020"
"ADANIENT","EQ","    261.00","20-FEB-2020","    113.00","16-MAY-2019"
"ADANIGAS","EQ","    194.50","20-FEB-2020","     84.55","13-MAR-2020"
"ADANIGREEN","EQ","    243.75","10-JAN-2020","     34.70","25-MAR-2019"
"ADANIPORTS","EQ","    430.60","23-MAY-2019","    232.00","13-MAR-2020"
"ADANIPOWER","EQ","     73.80","04-NOV-2019","     23.00","13-MAR-2020"
"ADANITRANS","EQ","    366.40","02-JAN-2020","    147.50","13-MAR-2020"
"ADFFOODS","EQ","    330.00","20-DEC-2019","    152.70","13-MAR-2020"
"ADHUNIKIND","EQ","    127.50","01-NOV-2019","     22.05","13-MAR-2020"
"ADLABS","EQ","     12.35","19-MAR-2019","      1.85","23-OCT-2019"
"ADORWELD","EQ","    384.30","28-MAY-2019","    205.00","13-MAR-2020"
"ADROITINFO","EQ","     19.95","15-MAR-2019","      5.25","19-FEB-2020"
"ADSL","EQ","     26.25","28-NOV-2019","     10.30","08-AUG-2019"
"ADVANIHOTR","EQ","     74.00","04-APR-2019","     36.85","13-MAR-2020"
"ADVENZYMES","EQ","    224.90","06-JUN-2019","    100.00","13-MAR-2020"
"AEGISCHEM","EQ","    267.05","19-FEB-2020","    140.00","13-MAR-2020"
"AFFLE","BE","   2296.85","19-FEB-2020","    750.00","08-AUG-2019"
"AGARIND","EQ","    194.65","22-APR-2019","     51.20","13-MAR-2020"
"AGCNET","BE","    456.50","26-FEB-2020","     71.95","14-AUG-2019"
"AGRITECH","EQ","     73.40","15-APR-2019","     22.55","13-MAR-2020"
"AGROPHOS","EQ","    155.40","26-DEC-2019","      9.50","13-MAR-2020"
"AHLEAST","EQ","    256.90","14-MAR-2019","    148.90","31-DEC-2019"
"AHLUCONT","EQ","    379.95","28-MAY-2019","    241.00","13-MAR-2020"
"AHLWEST","EQ","    401.55","02-DEC-2019","    224.25","13-MAR-2020"
"AIAENG","EQ","   1989.95","10-FEB-2020","   1450.00","13-MAR-2020"
"AIONJSW","EQ","     30.95","03-APR-2019","      8.55","11-DEC-2019"
"AIRAN","EQ","     49.60","03-MAY-2019","      8.80","09-DEC-2019"
"AJANTPHARM","EQ","   1545.00","05-MAR-2020","    825.00","31-JUL-2019"
"AJMERA","EQ","    200.50","01-APR-2019","     59.00","13-MAR-2020"
"AKASH","BE","    100.00","03-MAR-2020","     57.00","23-OCT-2019"
"AKSHARCHEM","EQ","    375.00","01-APR-2019","    160.05","13-MAR-2020"
"AKSHOPTFBR","EQ","     20.80","14-MAR-2019","      4.00","13-MAR-2020"
"AKZOINDIA","EQ","   2500.00","17-FEB-2020","   1600.00","16-MAY-2019"
"ALANKIT","EQ","     40.70","18-APR-2019","      9.85","29-OCT-2019"
"ALBERTDAVD","EQ","    567.70","12-FEB-2020","    290.55","13-MAR-2020"
"ALBK","EQ","     57.45","19-MAR-2019","      7.30","13-MAR-2020"
"ALCHEM","BE","      2.10","08-APR-2019","       .60","16-DEC-2019"
"ALEMBICLTD","EQ","     64.90","30-JAN-2020","     33.45","29-AUG-2019"
"ALICON","EQ","    648.00","23-APR-2019","    209.95","13-MAR-2020"
"ALKALI","EQ","     59.00","05-NOV-2019","     31.00","13-MAR-2020"
"ALKEM","EQ","   2716.90","19-FEB-2020","   1660.00","05-AUG-2019"
"ALKYLAMINE","EQ","   1810.05","27-FEB-2020","    653.05","02-AUG-2019"
"ALLCARGO","EQ","    124.45","15-MAR-2019","     79.20","13-MAR-2020"
"ALLSEC","EQ","    348.70","24-JAN-2020","    167.05","13-MAR-2020"
"ALMONDZ","EQ","     26.70","18-MAR-2019","      8.35","17-OCT-2019"
"ALOKINDS","EQ","     17.70","19-FEB-2020","      6.90","13-MAR-2020"
"ALPA","EQ","     30.40","27-MAR-2019","     11.00","13-MAR-2020"
"ALPHAGEO","EQ","    548.00","15-MAR-2019","    118.00","13-MAR-2020"
"ALPSINDUS","EQ","      2.75","18-MAR-2019","       .25","14-OCT-2019"
"AMARAJABAT","EQ","    813.85","27-JAN-2020","    505.55","13-MAR-2020"
"AMBER","EQ","   1695.00","20-FEB-2020","    701.00","16-MAY-2019"
"AMBIKCO","EQ","   1151.10","03-APR-2019","    577.00","13-MAR-2020"
"AMBUJACEM","EQ","    244.00","01-APR-2019","    152.05","13-MAR-2020"
"AMDIND","EQ","     24.45","12-APR-2019","      9.05","13-MAR-2020"
"AMJLAND","EQ","     24.85","31-JAN-2020","     14.30","06-AUG-2019"
"AMRUTANJAN","EQ","    555.00","13-FEB-2020","    274.35","14-MAY-2019"
"ANANTRAJ","EQ","     40.75","15-JAN-2020","     19.55","13-MAR-2020"
"ANDHRABANK","EQ","     33.65","01-APR-2019","      7.65","13-MAR-2020"
"ANDHRACEMT","EQ","      6.00","14-MAR-2019","      1.60","13-MAR-2020"
"ANDHRAPAP","EQ","    487.70","11-APR-2019","    134.90","13-MAR-2020"
"ANDHRSUGAR","EQ","    416.80","27-MAY-2019","    180.00","13-MAR-2020"
"ANIKINDS","EQ","     17.60","19-MAR-2019","      5.15","18-OCT-2019"
"ANKITMETAL","EQ","      1.15","02-DEC-2019","       .35","13-MAR-2020"
"ANSALAPI","EQ","     12.35","14-MAR-2019","      3.65","08-AUG-2019"
"ANSALHSG","EQ","     13.60","12-APR-2019","      3.15","13-MAR-2020"
"ANUP","EQ","    683.80","15-MAR-2019","    340.10","13-MAR-2020"
"APARINDS","EQ","    702.30","18-APR-2019","    239.20","13-MAR-2020"
"APCL","EQ","    192.70","28-MAY-2019","     88.00","13-MAR-2020"
"APCOTEXIND","EQ","    234.60","04-JUL-2019","     75.00","13-MAR-2020"
"APEX","EQ","    444.85","16-JAN-2020","    170.55","13-MAR-2020"
"APLAPOLLO","EQ","   2219.00","27-JAN-2020","   1190.00","23-AUG-2019"
"APLLTD","EQ","    685.00","20-FEB-2020","    435.15","21-JUN-2019"
"APOLLO","EQ","    151.85","06-MAY-2019","     48.10","13-MAR-2020"
"APOLLOHOSP","EQ","   1813.55","24-FEB-2020","   1110.00","15-MAR-2019"
"APOLLOPIPE","EQ","    524.95","11-FEB-2020","    277.55","13-MAR-2020"
"APOLLOTYRE","EQ","    227.65","01-APR-2019","     88.00","13-MAR-2020"
"APOLSINHOT","EQ","   1050.00","30-MAY-2019","    402.50","13-MAR-2020"
"APTECHT","EQ","    193.45","05-NOV-2019","     76.00","13-MAR-2020"
"ARCHIDPLY","EQ","     45.90","15-MAR-2019","     13.60","13-MAR-2020"
"ARCHIES","EQ","     26.25","01-APR-2019","     10.35","13-MAR-2020"
"ARCOTECH","EQ","      7.50","14-MAR-2019","       .85","13-MAR-2020"
"ARENTERP","EQ","     18.80","04-MAR-2020","      9.00","31-DEC-2019"
"ARIES","EQ","     92.70","03-APR-2019","     38.00","13-MAR-2020"
"ARIHANT","EQ","     36.10","30-MAY-2019","     13.15","13-MAR-2020"
"ARIHANTSUP","EQ","     63.95","06-JUN-2019","     21.10","13-DEC-2019"
"ARMANFIN","EQ","   1121.10","27-FEB-2020","    321.55","02-MAY-2019"
"AROGRANITE","EQ","     58.40","29-MAY-2019","     16.35","13-MAR-2020"
"ARROWGREEN","BE","     90.00","03-JUL-2019","     32.70","13-MAR-2020"
"ARSHIYA","EQ","     38.30","04-APR-2019","      8.10","13-MAR-2020"
"ARSSINFRA","EQ","     63.30","22-APR-2019","     10.05","13-MAR-2020"
"ARTEMISMED","EQ","    300.95","01-FEB-2020","    131.45","13-MAR-2020"
"ARVIND","EQ","     96.60","15-MAR-2019","     25.75","13-MAR-2020"
"ARVINDFASN","EQ","   1089.70","26-MAR-2019","    230.80","13-MAR-2020"
"ARVSMART","EQ","    138.00","03-APR-2019","     70.20","12-MAR-2020"
"ASAHIINDIA","EQ","    280.70","18-MAR-2019","    170.00","01-OCT-2019"
"ASAHISONG","EQ","    179.00","14-MAR-2019","     83.55","13-MAR-2020"
"ASAL","EQ","     62.85","25-APR-2019","     13.35","13-MAR-2020"
"ASALCBR","EQ","    297.75","17-FEB-2020","    131.30","13-MAR-2020"
"ASHAPURMIN","EQ","     42.10","17-FEB-2020","     16.30","15-JUL-2019"
"ASHIANA","EQ","    133.80","04-JUN-2019","     68.00","13-MAR-2020"
"ASHIMASYN","EQ","     13.40","15-MAR-2019","      3.80","13-MAR-2020"
"ASHOKA","EQ","    155.00","30-MAY-2019","     50.60","13-MAR-2020"
"ASHOKLEY","EQ","     97.75","16-APR-2019","     52.00","13-MAR-2020"
"ASIANHOTNR","EQ","    146.75","14-MAR-2019","     60.00","12-MAR-2020"
"ASIANPAINT","EQ","   1916.70","12-FEB-2020","   1291.25","09-JUL-2019"
"ASIANTILES","EQ","    274.85","17-JUN-2019","    162.65","13-MAR-2020"
"ASPINWALL","EQ","    187.00","19-MAR-2019","     97.55","13-MAR-2020"
"ASTEC","EQ","    562.80","02-APR-2019","    305.00","29-JUL-2019"
"ASTERDM","EQ","    181.80","12-FEB-2020","     97.10","13-MAR-2020"
"ASTRAL","EQ","   1267.55","20-SEP-2019","    852.30","13-MAR-2020"
"ASTRAMICRO","EQ","    109.00","13-FEB-2020","     56.05","13-MAR-2020"
"ASTRAZEN","EQ","   2939.90","14-FEB-2020","   1632.55","23-AUG-2019"
"ASTRON","EQ","    123.50","14-JUN-2019","     29.20","13-MAR-2020"
"ATFL","EQ","    737.00","15-JAN-2020","    418.80","13-MAR-2020"
"ATLANTA","EQ","     22.50","15-MAR-2019","      3.85","13-MAR-2020"
"ATLASCYCLE","BE","     95.00","14-MAR-2019","     33.00","21-JUN-2019"
"ATNINTER","BE","       .50","22-OCT-2019","       .05","13-MAR-2020"
"ATUL","EQ","   5445.00","03-MAR-2020","   3200.00","15-MAR-2019"
"ATULAUTO","EQ","    372.90","01-APR-2019","    144.40","13-MAR-2020"
"AUBANK","EQ","   1218.00","02-MAR-2020","    541.25","26-MAR-2019"
"AURIONPRO","EQ","    158.75","02-MAY-2019","     30.00","13-MAR-2020"
"AUROPHARMA","EQ","    838.00","30-APR-2019","    340.00","13-MAR-2020"
"AUSOMENT","EQ","     51.35","12-JUN-2019","     25.25","16-OCT-2019"
"AUTOAXLES","EQ","   1302.20","14-MAR-2019","    386.25","13-MAR-2020"
"AUTOIND","EQ","     58.85","14-MAR-2019","     14.75","13-MAR-2020"
"AUTOLITIND","EQ","     41.00","02-APR-2019","     12.00","13-MAR-2020"
"AVADHSUGAR","EQ","    381.65","06-JUN-2019","    129.30","13-MAR-2020"
"AVANTIFEED","EQ","    770.00","17-JAN-2020","    270.00","23-AUG-2019"
"AVTNPL","EQ","     44.00","20-FEB-2020","     18.80","06-AUG-2019"
"AXISBANK","EQ","    827.75","04-JUN-2019","    451.10","13-MAR-2020"
"AXISCADES","EQ","     86.50","17-SEP-2019","     37.35","13-MAR-2020"
"AXISGOLD","EQ","   4116.90","09-MAR-2020","   2743.00","03-MAY-2019"
"AXISNIFTY","EQ","   1434.34","23-MAY-2019","    865.00","13-MAR-2020"
"AYMSYNTEX","EQ","     43.90","13-JUN-2019","     19.95","13-MAR-2020"
"BAFNAPH","BE","      6.60","13-MAR-2020","      4.40","02-MAR-2020"
"BAGFILMS","EQ","      5.25","05-APR-2019","      1.35","11-OCT-2019"
"BAJAJ-AUTO","EQ","   3315.15","03-FEB-2020","   2040.00","13-MAR-2020"
"BAJAJCON","EQ","    354.90","07-MAY-2019","    131.00","13-MAR-2020"
"BAJAJELEC","EQ","    576.18","16-APR-2019","    294.45","13-MAR-2020"
"BAJAJFINSV","EQ","   9950.00","30-JAN-2020","   6524.25","13-MAR-2020"
"BAJAJHIND","EQ","     10.20","08-APR-2019","      3.35","09-MAR-2020"
"BAJAJHLDNG","EQ","   3950.00","05-FEB-2020","   2474.90","13-MAR-2020"
"BAJFINANCE","EQ","   4923.40","20-FEB-2020","   2787.10","14-MAR-2019"
"BALAJITELE","EQ","     87.30","02-APR-2019","     31.20","13-MAR-2020"
"BALAMINES","EQ","    537.60","02-APR-2019","    211.25","05-AUG-2019"
"BALAXI","BE","    140.40","13-MAY-2019","     29.90","19-MAR-2019"
"BALKRISHNA","EQ","     46.60","15-MAR-2019","     11.75","13-MAR-2020"
"BALKRISIND","EQ","   1297.95","20-FEB-2020","    682.00","04-SEP-2019"
"BALLARPUR","EQ","      3.65","14-MAR-2019","       .30","19-DEC-2019"
"BALMLAWRIE","EQ","    142.20","30-OCT-2019","     69.00","13-MAR-2020"
"BALPHARMA","EQ","     78.30","26-APR-2019","     25.45","13-MAR-2020"
"BALRAMCHIN","EQ","    195.00","07-JAN-2020","     86.15","13-MAR-2020"
"BANARBEADS","EQ","     62.00","30-APR-2019","     24.15","13-MAR-2020"
"BANARISUG","EQ","   1647.00","14-MAR-2019","    755.00","13-MAR-2020"
"BANCOINDIA","EQ","    163.90","15-MAR-2019","     80.40","09-MAR-2020"
"BANDHANBNK","EQ","    650.00","29-OCT-2019","    271.00","13-MAR-2020"
"BANG","EQ","     48.50","31-MAY-2019","     13.80","13-MAR-2020"
"BANKBARODA","EQ","    144.00","23-MAY-2019","     46.50","13-MAR-2020"
"BANKBEES","EQ","    332.95","02-JAN-2020","    225.78","13-MAR-2020"
"BANKINDIA","EQ","    108.15","01-APR-2019","     30.40","13-MAR-2020"
"BANSWRAS","EQ","    148.20","19-FEB-2020","     45.80","05-AUG-2019"
"BARTRONICS","BZ","      7.65","14-MAY-2019","       .55","13-MAR-2020"
"BASF","EQ","   1500.00","26-MAR-2019","    809.15","26-FEB-2020"
"BASML","EQ","    198.35","14-MAR-2019","     65.25","13-MAR-2020"
"BATAINDIA","EQ","   1895.45","07-FEB-2020","   1250.40","23-JUL-2019"
"BAYERCROP","EQ","   4666.00","05-FEB-2020","   2966.05","02-AUG-2019"
"BBL","EQ","   1215.00","30-MAY-2019","    501.10","13-MAR-2020"
"BBTC","EQ","   1388.00","23-SEP-2019","    737.00","22-AUG-2019"
"BCG","EQ","      7.05","03-JAN-2020","      2.45","24-OCT-2019"
"BCP","EQ","     23.00","28-JAN-2020","      7.45","30-OCT-2019"
"BDL","EQ","    364.80","13-NOV-2019","    174.00","13-MAR-2020"
"BEARDSELL","EQ","     20.80","07-MAY-2019","      6.05","09-MAR-2020"
"BEDMUTHA","EQ","     22.65","18-APR-2019","      9.40","01-NOV-2019"
"BEL","EQ","    122.10","04-NOV-2019","     60.00","13-MAR-2020"
"BEML","EQ","   1108.95","30-OCT-2019","    425.00","13-MAR-2020"
"BEPL","EQ","     87.70","15-APR-2019","     31.90","09-MAR-2020"
"BERGEPAINT","EQ","    597.00","05-FEB-2020","    292.05","16-MAY-2019"
"BFINVEST","EQ","    377.00","01-NOV-2019","    203.25","15-MAY-2019"
"BFUTILITIE","EQ","    361.30","10-DEC-2019","    145.40","23-AUG-2019"
"BGRENERGY","EQ","     67.90","14-MAR-2019","     20.15","13-MAR-2020"
"BHAGERIA","EQ","    154.95","14-FEB-2020","     79.80","13-MAR-2020"
"BHAGYANGR","EQ","     35.70","15-MAR-2019","     14.25","12-MAR-2020"
"BHAGYAPROP","EQ","     32.40","09-APR-2019","     16.30","09-OCT-2019"
"BHANDARI","EQ","      2.25","29-MAY-2019","       .70","13-MAR-2020"
"BHARATFORG","EQ","    548.25","15-MAR-2019","    332.50","13-MAR-2020"
"BHARATGEAR","EQ","    167.62","01-APR-2019","     29.30","13-MAR-2020"
"BHARATRAS","EQ","   8155.00","20-FEB-2020","   3820.00","05-AUG-2019"
"BHARATWIRE","EQ","     62.25","15-MAR-2019","     14.25","13-MAR-2020"
"BHARTIARTL","EQ","    568.85","18-FEB-2020","    291.51","28-MAR-2019"
"BHEL","EQ","     78.85","16-APR-2019","     18.40","13-MAR-2020"
"BIGBLOC","EQ","     41.00","28-NOV-2019","     21.00","27-OCT-2019"
"BIL","EQ","    340.00","14-JUN-2019","    105.45","13-MAR-2020"
"BILENERGY","EQ","      5.80","18-APR-2019","       .40","27-FEB-2020"
"BINDALAGRO","EQ","     18.00","06-JUN-2019","      7.40","13-MAR-2020"
"BIOCON","EQ","    323.50","24-FEB-2020","    211.05","20-AUG-2019"
"BIOFILCHEM","EQ","     22.70","31-DEC-2019","      4.05","25-OCT-2019"
"BIRLACABLE","EQ","    171.15","14-MAR-2019","     30.10","13-MAR-2020"
"BIRLACORPN","EQ","    807.00","01-FEB-2020","    475.50","13-MAR-2020"
"BIRLAMONEY","EQ","     57.00","10-APR-2019","     19.30","13-MAR-2020"
"BIRLATYRE","EQ","     14.95","10-FEB-2020","      4.25","13-MAR-2020"
"BLBLIMITED","EQ","      6.90","23-MAY-2019","      2.80","13-MAR-2020"
"BLISSGVS","EQ","    183.05","02-APR-2019","     73.75","23-AUG-2019"
"BLKASHYAP","EQ","     21.35","16-APR-2019","      4.85","13-MAR-2020"
"BLS","EQ","    144.80","08-APR-2019","     31.55","13-MAR-2020"
"BLUECHIP","BE","       .60","01-APR-2019","       .05","17-FEB-2020"
"BLUECOAST","BE","     46.80","19-MAR-2019","      1.50","04-NOV-2019"
"BLUEDART","EQ","   3700.00","28-MAR-2019","   2016.00","27-NOV-2019"
"BLUESTARCO","EQ","    887.55","29-JAN-2020","    612.55","13-MAR-2020"
"BODALCHEM","EQ","    132.25","02-APR-2019","     42.00","13-MAR-2020"
"BOMDYEING","EQ","    149.30","19-MAR-2019","     41.80","13-MAR-2020"
"BORORENEW","BE","    224.20","03-APR-2019","     45.15","06-MAR-2020"
"BOSCHLTD","EQ","  18745.00","14-MAR-2019","   9700.00","13-MAR-2020"
"BPCL","EQ","    549.00","21-NOV-2019","    275.45","13-MAR-2020"
"BPL","EQ","     29.90","05-APR-2019","      9.70","13-MAR-2020"
"BRFL","EQ","     10.40","24-MAY-2019","      3.60","13-MAR-2020"
"BRIGADE","EQ","    254.90","20-FEB-2020","    146.00","06-MAY-2019"
"BRITANNIA","EQ","   3583.75","23-SEP-2019","   2300.00","21-AUG-2019"
"BRNL","EQ","    144.95","04-APR-2019","     32.65","13-MAR-2020"
"BROOKS","EQ","     51.50","15-APR-2019","     18.00","13-MAR-2020"
"BSE","EQ","    648.00","07-MAY-2019","    325.00","13-MAR-2020"
"BSL","EQ","     46.75","14-MAR-2019","     20.10","13-MAR-2020"
"BSLGOLDETF","EQ","   4199.00","09-MAR-2020","   2828.00","30-APR-2019"
