"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 23-Jul-2020"
"SYMBOL","SERIES","Adjusted 52_Week_High","52_Week_High_Date","Adjusted 52_Week_Low","52_Week_Low_DT"
"20MICRONS","EQ","     42.00","27-SEP-2019","     19.00","24-MAR-2020"
"21STCENMGM","EQ","     17.25","10-JAN-2020","     10.05","15-MAY-2020"
"3IINFOTECH","EQ","      2.95","09-JAN-2020","      1.15","15-APR-2020"
"3MINDIA","EQ","  25200.00","11-FEB-2020","  15700.00","25-MAR-2020"
"5PAISA","EQ","    403.35","22-JUL-2020","     90.00","24-MAR-2020"
"63MOONS","BE","    146.95","24-SEP-2019","     39.55","25-MAR-2020"
"A2ZINFRA","EQ","     11.50","29-JUL-2019","      2.90","25-MAR-2020"
"AARTIDRUGS","EQ","   1544.00","20-JUL-2020","    421.00","23-MAR-2020"
"AARTIIND","EQ","   1192.00","05-MAY-2020","    668.00","23-MAR-2020"
"AARTISURF","BE","    504.00","14-JUL-2020","    352.10","22-JUL-2020"
"AARVEEDEN","BE","     19.50","08-AUG-2019","      6.50","24-MAR-2020"
"AARVI","EQ","     39.90","08-JUL-2020","     24.70","24-JUN-2020"
"AAVAS","EQ","   2101.00","09-JAN-2020","    849.05","25-MAR-2020"
"ABAN","EQ","     37.25","20-SEP-2019","     12.85","30-MAR-2020"
"ABB","EQ","   1601.00","23-SEP-2019","    722.00","27-MAY-2020"
"ABBOTINDIA","EQ","  18679.75","12-MAY-2020","   8278.00","31-JUL-2019"
"ABCAPITAL","EQ","    115.35","13-JAN-2020","     37.35","24-MAR-2020"
"ABFRL","EQ","    282.67","24-FEB-2020","     96.04","06-MAY-2020"
"ABMINTLTD","BE","     16.25","31-DEC-2019","     12.00","10-JUL-2020"
"ABSLBANETF","EQ","    330.00","19-NOV-2019","    161.21","25-MAR-2020"
"ABSLNN50ET","EQ","    340.00","13-JAN-2020","    193.00","23-MAR-2020"
"ACC","EQ","   1709.00","23-SEP-2019","    895.15","25-MAR-2020"
"ACCELYA","EQ","   1245.20","19-NOV-2019","    701.00","23-AUG-2019"
"ACE","EQ","     93.95","16-JAN-2020","     31.35","03-APR-2020"
"ADANIENT","EQ","    261.00","20-FEB-2020","    116.40","24-MAR-2020"
"ADANIGAS","EQ","    194.50","20-FEB-2020","     76.60","25-MAR-2020"
"ADANIGREEN","EQ","    486.75","24-JUN-2020","     42.50","26-AUG-2019"
"ADANIPORTS","EQ","    428.85","22-OCT-2019","    203.00","23-MAR-2020"
"ADANIPOWER","EQ","     73.80","04-NOV-2019","     23.00","13-MAR-2020"
"ADANITRANS","EQ","    366.40","02-JAN-2020","    147.50","13-MAR-2020"
"ADFFOODS","EQ","    330.00","20-DEC-2019","    123.05","24-MAR-2020"
"ADHUNIKIND","BE","    127.50","01-NOV-2019","     11.70","03-APR-2020"
"ADORWELD","EQ","    360.00","13-NOV-2019","    158.50","25-MAR-2020"
"ADROITINFO","BE","     11.35","16-AUG-2019","      4.75","24-MAR-2020"
"ADSL","EQ","     26.25","28-NOV-2019","     10.30","08-AUG-2019"
"ADVANIHOTR","EQ","     64.40","23-SEP-2019","     24.50","25-MAR-2020"
"ADVENZYMES","EQ","    206.60","04-NOV-2019","     98.10","23-MAR-2020"
"AEGISCHEM","EQ","    267.05","19-FEB-2020","    107.25","26-MAR-2020"
"AFFLE","EQ","   2296.85","19-FEB-2020","    750.00","08-AUG-2019"
"AGARIND","EQ","    140.00","20-AUG-2019","     43.95","31-MAR-2020"
"AGCNET","EQ","    456.50","26-FEB-2020","     71.95","14-AUG-2019"
"AGRITECH","BE","     58.65","16-SEP-2019","     16.20","25-MAR-2020"
"AGROPHOS","EQ","    155.40","26-DEC-2019","      4.95","07-APR-2020"
"AHLEAST","EQ","    222.40","06-MAR-2020","    111.40","24-MAR-2020"
"AHLUCONT","EQ","    370.00","27-FEB-2020","    136.00","08-APR-2020"
"AHLWEST","EQ","    401.55","02-DEC-2019","    215.70","20-MAY-2020"
"AIAENG","EQ","   1989.95","10-FEB-2020","   1102.20","23-MAR-2020"
"AIONJSW","EQ","     19.30","06-JAN-2020","      8.00","26-MAR-2020"
"AIRAN","BE","     23.40","24-JUL-2019","      8.20","03-JUN-2020"
"AJANTPHARM","EQ","   1580.00","15-MAY-2020","    825.00","31-JUL-2019"
"AJMERA","EQ","    155.80","24-SEP-2019","     52.50","19-MAR-2020"
"AKASH","BE","    153.00","22-JUL-2020","     57.00","23-OCT-2019"
"AKSHARCHEM","EQ","    337.95","19-FEB-2020","    134.00","24-MAR-2020"
"AKSHOPTFBR","BE","      9.70","23-JAN-2020","      2.70","26-MAR-2020"
"AKZOINDIA","EQ","   2500.00","17-FEB-2020","   1629.15","06-AUG-2019"
"ALANKIT","EQ","     28.00","23-SEP-2019","      8.25","24-MAR-2020"
"ALBERTDAVD","EQ","    567.70","12-FEB-2020","    263.00","23-MAR-2020"
"ALCHEM","EQ","      7.25","11-JUN-2020","       .60","16-DEC-2019"
"ALEMBICLTD","EQ","     93.50","15-JUL-2020","     24.80","24-MAR-2020"
"ALICON","EQ","    518.95","23-JUL-2019","    157.10","24-MAR-2020"
"ALKALI","EQ","     59.00","05-NOV-2019","     22.00","24-MAR-2020"
"ALKEM","EQ","   2879.00","09-APR-2020","   1660.00","05-AUG-2019"
"ALKYLAMINE","EQ","   2470.00","10-JUL-2020","    653.05","02-AUG-2019"
"ALLCARGO","EQ","    122.70","28-JAN-2020","     48.60","25-MAR-2020"
"ALLSEC","EQ","    348.70","24-JAN-2020","    106.50","25-MAR-2020"
"ALMONDZ","EQ","     17.50","26-FEB-2020","      8.35","17-OCT-2019"
"ALOKINDS","EQ","     58.50","03-JUL-2020","      3.80","01-APR-2020"
"ALPA","EQ","     26.90","16-APR-2020","     11.00","13-MAR-2020"
"ALPHAGEO","EQ","    353.50","23-JUL-2019","    104.95","03-APR-2020"
"ALPSINDUS","BE","      2.50","01-JAN-2020","       .25","14-OCT-2019"
"AMARAJABAT","EQ","    813.85","27-JAN-2020","    348.55","24-MAR-2020"
"AMBER","EQ","   1695.00","20-FEB-2020","    750.80","05-AUG-2019"
"AMBIKCO","EQ","    961.95","25-JUL-2019","    390.00","25-MAR-2020"
"AMBUJACEM","EQ","    225.00","23-SEP-2019","    136.55","26-MAR-2020"
"AMDIND","EQ","     21.95","11-NOV-2019","      8.10","24-MAR-2020"
"AMJLAND","EQ","     24.85","31-JAN-2020","     12.55","24-MAR-2020"
"AMRUTANJAN","EQ","    555.00","13-FEB-2020","    253.00","23-MAR-2020"
"ANANTRAJ","EQ","     40.75","15-JAN-2020","     13.00","24-MAR-2020"
"ANDHRACEMT","BE","     10.65","01-JUL-2020","      1.45","16-MAR-2020"
"ANDHRAPAP","EQ","    451.40","23-SEP-2019","    112.00","25-MAR-2020"
"ANDHRSUGAR","EQ","    392.00","14-JAN-2020","    117.05","24-MAR-2020"
"ANIKINDS","EQ","     17.50","08-JUL-2020","      5.15","18-OCT-2019"
"ANKITMETAL","BE","      1.15","02-DEC-2019","       .30","31-MAR-2020"
"ANSALAPI","BE","      6.80","25-FEB-2020","      3.35","31-MAR-2020"
"ANSALHSG","BE","      9.30","13-NOV-2019","      2.55","30-MAR-2020"
"ANUP","EQ","    678.65","07-FEB-2020","    225.05","25-MAR-2020"
"APARINDS","EQ","    595.45","25-SEP-2019","    239.20","13-MAR-2020"
"APCL","EQ","    171.80","28-JAN-2020","     83.50","25-MAR-2020"
"APCOTEXIND","EQ","    233.20","25-SEP-2019","     63.00","24-MAR-2020"
"APEX","EQ","    444.85","16-JAN-2020","    132.00","24-MAR-2020"
"APLAPOLLO","EQ","   2219.00","27-JAN-2020","   1030.00","19-MAR-2020"
"APLLTD","EQ","   1045.00","22-JUL-2020","    434.80","23-MAR-2020"
"APOLLO","EQ","    142.90","14-JUL-2020","     39.50","25-MAR-2020"
"APOLLOHOSP","EQ","   1813.55","24-FEB-2020","   1047.05","31-MAR-2020"
"APOLLOPIPE","EQ","    524.95","11-FEB-2020","    210.00","25-MAR-2020"
"APOLLOTYRE","EQ","    196.75","01-NOV-2019","     73.40","24-MAR-2020"
"APOLSINHOT","EQ","    909.85","23-JUL-2019","    280.00","25-MAR-2020"
"APTECHT","EQ","    193.45","05-NOV-2019","     65.55","25-MAR-2020"
"ARCHIDPLY","EQ","     36.20","20-JAN-2020","     12.00","24-MAR-2020"
"ARCHIES","EQ","     25.00","23-SEP-2019","      8.05","27-MAR-2020"
"ARCOTECH","BE","      4.10","06-JUL-2020","       .70","26-MAR-2020"
"ARENTERP","EQ","     18.80","04-MAR-2020","      8.50","26-MAY-2020"
"ARIES","EQ","     79.00","24-JUN-2020","     34.00","23-MAR-2020"
"ARIHANT","EQ","     33.50","13-NOV-2019","     10.40","26-MAR-2020"
"ARIHANTSUP","BE","     46.00","25-SEP-2019","     15.75","20-MAY-2020"
"ARMANFIN","EQ","   1121.10","27-FEB-2020","    280.00","28-MAY-2020"
"AROGRANITE","EQ","     48.90","13-SEP-2019","     14.65","24-MAR-2020"
"ARROWGREEN","BE","     68.22","18-SEP-2019","     30.30","19-MAR-2020"
"ARSHIYA","BE","     30.90","19-SEP-2019","      6.45","31-MAR-2020"
"ARSSINFRA","EQ","     32.40","23-JUL-2019","      9.00","30-MAR-2020"
"ARTEMISMED","EQ","    300.95","01-FEB-2020","    106.70","24-MAR-2020"
"ARVIND","EQ","     61.75","26-JUL-2019","     19.00","24-MAR-2020"
"ARVINDFASN","EQ","    593.87","29-JUL-2019","    110.00","20-MAY-2020"
"ARVSMART","EQ","    110.85","10-JAN-2020","     60.50","26-MAY-2020"
"ASAHIINDIA","EQ","    273.00","04-FEB-2020","    119.00","25-MAR-2020"
"ASAHISONG","EQ","    243.70","21-JUL-2020","     62.70","26-MAR-2020"
"ASAL","BE","     44.70","30-JUL-2019","     11.75","25-MAR-2020"
"ASALCBR","EQ","    297.75","17-FEB-2020","    123.05","25-MAR-2020"
"ASHAPURMIN","EQ","     48.90","03-JUL-2020","     18.55","31-MAR-2020"
"ASHIANA","EQ","    125.80","13-FEB-2020","     39.00","19-MAY-2020"
"ASHIMASYN","BE","     10.00","30-SEP-2019","      2.90","31-MAR-2020"
"ASHOKA","EQ","    128.80","08-AUG-2019","     37.05","03-APR-2020"
"ASHOKLEY","EQ","     87.50","24-JAN-2020","     33.70","25-MAR-2020"
"ASIANHOTNR","EQ","    129.80","24-JUL-2019","     44.20","29-MAY-2020"
"ASIANPAINT","EQ","   1916.70","12-FEB-2020","   1395.15","24-JUL-2019"
"ASIANTILES","EQ","    262.10","27-FEB-2020","    109.30","19-MAY-2020"
"ASPINWALL","EQ","    169.00","21-JAN-2020","     71.40","23-MAR-2020"
"ASTEC","EQ","   1119.00","22-JUL-2020","    305.00","29-JUL-2019"
"ASTERDM","EQ","    181.80","12-FEB-2020","     78.00","24-MAR-2020"
"ASTRAL","EQ","   1267.55","20-SEP-2019","    745.65","23-MAR-2020"
"ASTRAMICRO","EQ","    127.90","10-JUL-2020","     45.25","25-MAR-2020"
"ASTRAZEN","EQ","   3670.00","30-JUN-2020","   1632.55","23-AUG-2019"
"ASTRON","EQ","    119.40","20-SEP-2019","     24.15","24-MAR-2020"
"ATFL","EQ","    737.00","15-JAN-2020","    348.20","24-MAR-2020"
"ATLANTA","EQ","     11.60","06-JUL-2020","      2.65","01-APR-2020"
"ATLASCYCLE","BE","     90.40","01-OCT-2019","     26.60","26-MAR-2020"
"ATUL","EQ","   5445.00","03-MAR-2020","   2923.20","25-MAR-2020"
"ATULAUTO","EQ","    298.45","21-JAN-2020","    116.80","23-MAR-2020"
"AUBANK","EQ","   1218.00","02-MAR-2020","    366.00","27-MAY-2020"
"AURIONPRO","EQ","    111.90","27-SEP-2019","     27.20","16-MAR-2020"
"AUROPHARMA","EQ","    845.95","15-JUL-2020","    288.85","23-MAR-2020"
"AUSOMENT","EQ","     48.45","20-NOV-2019","     23.00","26-MAY-2020"
"AUTOAXLES","EQ","   1019.00","23-SEP-2019","    335.60","24-MAR-2020"
"AUTOIND","BE","     47.70","29-JUL-2019","      9.10","31-MAR-2020"
"AUTOLITIND","EQ","     28.65","20-JAN-2020","     10.40","24-MAR-2020"
"AVADHSUGAR","EQ","    364.00","17-JAN-2020","     88.50","25-MAR-2020"
"AVANTIFEED","EQ","    770.00","17-JAN-2020","    250.50","24-MAR-2020"
"AVTNPL","EQ","     44.00","20-FEB-2020","     18.80","06-AUG-2019"
"AXISBANK","EQ","    765.85","31-DEC-2019","    286.00","25-MAR-2020"
"AXISCADES","EQ","     86.50","17-SEP-2019","     26.50","26-MAR-2020"
"AXISGOLD","EQ","     48.02","16-APR-2020","     30.15","01-AUG-2019"
"AXISNIFTY","EQ","    139.63","09-MAR-2020","     82.10","23-MAR-2020"
"AYMSYNTEX","EQ","     41.70","24-JAN-2020","     13.15","27-MAR-2020"
"BAGFILMS","BE","      3.60","26-AUG-2019","      1.35","11-OCT-2019"
"BAJAJ-AUTO","EQ","   3315.15","03-FEB-2020","   1788.65","24-MAR-2020"
"BAJAJCON","EQ","    305.00","23-JUL-2019","    116.55","25-MAR-2020"
"BAJAJELEC","EQ","    466.20","05-JUN-2020","    260.00","03-APR-2020"
"BAJAJFINSV","EQ","   9950.00","30-JAN-2020","   3985.30","27-MAY-2020"
"BAJAJHIND","EQ","      8.45","13-NOV-2019","      2.35","27-MAR-2020"
"BAJAJHLDNG","EQ","   3950.00","05-FEB-2020","   1460.15","24-MAR-2020"
"BAJFINANCE","EQ","   4923.40","20-FEB-2020","   1783.00","27-MAY-2020"
"BALAJITELE","EQ","     88.45","22-JUL-2020","     27.90","23-MAR-2020"
"BALAMINES","EQ","    647.00","14-JUL-2020","    200.00","24-MAR-2020"
"BALAXI","EQ","    175.45","22-JUL-2020","     60.00","06-AUG-2019"
"BALKRISHNA","BE","     34.55","20-SEP-2019","      7.60","07-APR-2020"
"BALKRISIND","EQ","   1324.90","06-JUL-2020","    679.00","23-MAR-2020"
"BALLARPUR","BE","      1.85","22-JUL-2020","       .30","16-APR-2020"
