"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 13-Mar-2020"
"SYMBOL","SERIES","Adjusted 52_Week_High","52_Week_High_Date","Adjusted 52_Week_Low","52_Week_Low_DT"
"20MICRONS","EQ","     44.15","29-MAY-2019","     21.50","12-MAR-2020"
"21STCENMGM","EQ","     24.95","22-APR-2019","     11.65","12-MAR-2020"
"3IINFOTECH","EQ","      4.55","22-APR-2019","      1.55","23-AUG-2019"
"3MINDIA","EQ","  25439.95","16-APR-2019","  16749.95","16-SEP-2019"
"3PLAND","EQ","     12.75","24-APR-2019","      3.95","06-MAR-2020"
"5PAISA","EQ","    270.00","29-MAY-2019","    120.80","23-AUG-2019"
"63MOONS","EQ","    184.75","10-MAY-2019","     67.10","12-MAR-2020"
"A2ZINFRA","EQ","     19.70","19-MAR-2019","      3.25","09-MAR-2020"
"AARTIDRUGS","EQ","    811.95","27-FEB-2020","    427.00","05-AUG-2019"
"AARTIIND","EQ","   1071.00","24-FEB-2020","    700.00","15-MAR-2019"
"AARVEEDEN","EQ","     27.50","30-APR-2019","      9.50","12-MAR-2020"
"AAVAS","EQ","   2101.00","09-JAN-2020","   1075.40","28-MAR-2019"
"ABAN","EQ","     76.45","13-MAR-2019","     15.25","11-MAR-2020"
"ABB","EQ","   1670.00","05-JUL-2019","   1000.00","12-MAR-2020"
"ABBOTINDIA","EQ","  16499.00","26-FEB-2020","   7160.00","16-MAY-2019"
"ABCAPITAL","EQ","    115.35","13-JAN-2020","     57.05","12-MAR-2020"
"ABFRL","EQ","    285.50","24-FEB-2020","    179.70","16-MAY-2019"
"ABMINTLTD","BE","     16.25","31-DEC-2019","     13.30","05-SEP-2019"
"ABSLBANETF","EQ","    330.00","19-NOV-2019","    235.00","12-MAR-2020"
"ABSLNN50ET","EQ","    340.00","13-JAN-2020","    228.00","12-MAR-2020"
"ACC","EQ","   1769.05","28-MAY-2019","   1082.65","12-MAR-2020"
"ACCELYA","EQ","   1245.20","19-NOV-2019","    701.00","23-AUG-2019"
"ACE","EQ","    124.20","02-APR-2019","     48.20","23-AUG-2019"
"ADANIENT","EQ","    261.00","20-FEB-2020","    113.00","16-MAY-2019"
"ADANIGAS","EQ","    194.50","20-FEB-2020","     95.85","12-MAR-2020"
"ADANIGREEN","EQ","    243.75","10-JAN-2020","     34.70","25-MAR-2019"
"ADANIPORTS","EQ","    430.60","23-MAY-2019","    284.00","12-MAR-2020"
"ADANIPOWER","EQ","     73.80","04-NOV-2019","     29.70","12-MAR-2020"
"ADANITRANS","EQ","    366.40","02-JAN-2020","    163.75","12-MAR-2020"
"ADFFOODS","EQ","    330.00","20-DEC-2019","    178.05","12-MAR-2020"
"ADHUNIKIND","EQ","    127.50","01-NOV-2019","     23.20","12-MAR-2020"
"ADLABS","EQ","     12.35","19-MAR-2019","      1.85","23-OCT-2019"
